user_name,rating_star,date,comment,comment_likes
Chris Buie (Film Stocked),★★★★,16 Jun 2025,"WATCH MY REVIEW HERE!
When Hans Zimmer’s name popped up during the opening credits, I hit an involuntary fist pump. Lots to say linked up above!",265 likes
abbie,½,18 Jun 2025,"who else remembers when brad pitt poured alcohol over his wife and children, choked one of his teenage children, and punched another one of his teenage children square in the face after they tried to stop him from violently physically abusing their mother on a private jet? anyway this is misogynistic slop led by mr misogynist himself. if you enjoy this even vaguely you should probably try watching actually good films, that shit will blow your mind",269 likes
frmn,★★★★½,25 Jun 2025,"People out here calling this boring and I’m like—did we even watch the same movie?
Because what I saw was two hours of high-stakes drama, insane track shots, emotional meltdowns, and Hans Zimmer basically dropkicking my soul with his score.
Sure, it’s not textbook-accurate F1. Yes, some moments are silly. But this isn’t a race replay—it’s a film. And as a film? It moves. The pacing might breathe in places, but that just gives the cinematography room to flex. The… more",258 likes
Sophie Holsinger,★★★★,06 Jul 2025,"Watching Drive to Survive instead of the 1,823 movies on my watchlist, fuck you Kosinski",169 likes
Midy,★★★★★,02 Jul 2025,"La carta estaba de acuerdo con lo escrito en mi corazón.
Si hay algo que caracteriza el estado del arte y de la civilización (siendo una el reflejo de la otra) es una época de decadente actividad espiritual y negación absoluta de una dimensión trascendente.
Esto puede evidenciarse en la proporción magnífica que tomó el materialismo, en la confusión y el desorden reinante en todos los dominios, y en la pérdida de un porqué ante una perpetuidad de la materia… more",173 likes
𝐍𝐚𝐯,★★★★,02 Jul 2025,"“𝑻𝒉𝒆 𝒍𝒂𝒔𝒕 𝒕𝒉𝒊𝒏𝒈 𝑰 𝒅𝒐 𝒊𝒔 𝒅𝒓𝒊𝒗𝒆 𝒕𝒉𝒂𝒕 𝒄𝒂𝒓. 𝑰 𝒘𝒊𝒍𝒍 𝒕𝒂𝒌𝒆 𝒕𝒉𝒂𝒕 𝒍𝒊𝒇𝒆 𝒎𝒂𝒏 𝒂 𝒕𝒉𝒐𝒖𝒔𝒂𝒏𝒅 𝒕𝒊𝒎𝒆𝒔.”
I went in this film knowing absolutely nothing about F1, and after this film it got me really interesting in the sport. This film definitely took me by surprise I didn’t have really high hopes going into it but I liked it way more than I thought I would. All the racing scenes were really great they all had a lot of tension to them, and I also thought Brad Pitt gave a good performance, overall good film and would recommend 
~ movie rating ~ low 4/5
~~~~~~~~~~~~~~~~~~~~~★★★★~~~~~~~~~~~~~~~~~~~~~~",172 likes
xme5,★★★★½,06 Jul 2025,"هل اعرف اي شي عن F1؟ حرفيًا لا
هل رايحه اتابعه؟ نعم 
هل انصح فيه؟ %1000
What a freaking experience.",168 likes
ash,★★★½,27 Jun 2025,"He's flying
This sequence was what hit me the most from the movie, a meditative experience, it's just you and the tracks, gliding through every twists and turns.
So Joseph sticks to his formula of a battle of fun egos between a seasoned veteran who's just too cool and hot at the same time and a raging upcoming talent who is equally cool and hot and then trying to prove eachother wrong and brad advising all of us to stop… more",245 likes
Bruno,★★★★½,04 Jul 2025,"“Hope is not a strategy.”
Spectacular. Year-defining film, Joseph Kosinski gives us a marvelous and exciting product, one that shines in giving us a spectacle for the ages. I adore everything on screen, multiple scenes where I felt the need to lock in, a multitude of highly tense moments that lead to a finale worthy of seeing in the big screen. Brad Pitt is good enough, shining in some minor moments. Damson Idris is great, a star in the making,… more",168 likes
Raiders of the Lost Podcast,★★★★½,28 Jun 2025,HOLY SHIT THAT WAS GOOD,251 likes
Sammy,★★★,05 Jul 2025,"Wait, I’ve raced these tracks before",158 likes
Swartacus,★★★★,06 Jul 2025,"I guess we are about to see a run of ""drop Cliff Booth into a shitty genre set up and watch the money roll right in"" ...and you know what? I'm ok with it. This is how you do a summer popcorn film. Joe Kosinski is a stud director and I've been on his bandwagon since re-falling in love with the Cruiser's Oblivion during the pandemic. Hell Kosinski even won me over with his refried Top Gun entrails a few… more",162 likes
Marianna Neal,★★★★½,07 Jul 2025,"Tag yourself! I'm the girl asking to be introduced to Carlos Sainz. Just being honest.
OK, but really, F1 is so much fun! Thank you Joseph Kosinski for delivering another great summer blockbuster that has the thrills and the heart (who doesn't like a good ""fuck yeah, teamwork!"" movie?), to the charismatic cast for selling me on their drama, and specifically to Brad Pitt, the movie star he is, for making me believe for 2.5 hours that anyone would actually… more",159 likes
Joe Lynch,★★★½,01 Jul 2025,"One of the best “classic” 80’s-90’s Summer Blockbuster Popcorn MOVIE I’ve seen in years, enhanced with IMAX and some stunning (if not overused a little) camera angles - Drink every time they use that cool whip pan to the driver shot - thrusting you 200 mph into the many races. 
The story is as basic and familiar as any other sports film out there, and while Kosinski continues to reinforce his status as a slick, stellar studio event visual craftsman… more",163 likes
Marshall 🌞,★★★★½,27 Jun 2025,"An adrenaline shot straight to the dome, I didn't blink once. It's extremely entertaining and immersive, works wonders as a summer blockbuster and Zimmer's score is unreal! Javier Bardem in suits is one of my favorite things.",243 likes
varalika ♡,★½,24 Jun 2025,"i’ve seen enough, give max verstappen that oscar.",245 likes
Movie Media,★★★★,28 Jun 2025,"From a narrative standpoint, F1 sometimes finds itself veering into Hollywood troupes and cliches and in all honesty the story isn’t anything we haven’t seen done a hundred times before, however……when every OTHER aspect is functioning on such a high level, it’s hard to care.
The Good: The sound design and driving sequences are actually astonishing. I thought that Warfare would be the clear Oscar winner for “best sound” in 2026, but now there’s genuinely a new contender. Accompanying the… more",240 likes
Brian Formo,★★★½,16 Jun 2025,"F1 is a lot of movie. Wrongly believing that the races are perhaps not enough stakes, there are too many storylines piling up (or crashing up) including a sudden villain for the final act. But Joseph Kosinski wisely leans into movie star moments equal to racing moments. And Brad Pitt delivers with moxie, swagger, and humility. He treats it like a cowboy movie where asphalt is the wide open range and the pit crew his ranch. I won't bemoan a… more",238 likes
Kylo,★★★★½,28 Jun 2025,Had me as on the edge of my seat as you can be in a full recliner.,236 likes
SosaKnowsBall,★★★★★,27 Jun 2025,i drive my 2007 Honda Accord the same way.,233 likes
Robert Daniels,★★★,26 Jun 2025,"Heading into “F1,” a high-octane, ‘rise from the ashes’ ashes’ star vehicle, Brad Pitt is clearly considering his image. Lately, the actor has inspired more headlines about his tumultuous divorce from Angelina Jolie—spurred by a reportedly drunken domestic assault on a 2016 plane trip—than for his movies. In his most recent works (“Wolfs” and “Babylon”), Pitt has portrayed talented, weathered men whose stares down mortality could reflect the actor’s own anxiety about his position in an industry searching for younger,… more",233 likes
DoodleBarb🎬,★★★★★,23 Jun 2025,"When you compare the budget of this film and The Electric State, this is how you make a film.
This film left me buzzin! The sound design is phenomenal! Especially seeing this in IMAX. There's an intoxicating energy that you can't help but smile. I don't know anything about racing but they do a great job of telling you just enough. The thing I really appreciate about this film is how they show instead of tell. You see how much… more",229 likes
André Grochovski,★★★★½,28 Jun 2025,"I'm not sure how the film will resonate with non-Formula 1 fans, but I really enjoyed it. The story is simple, but it's hard not to get caught up in this classic underdog tale. When the real F1 drivers start to appear, it's genuinely thrilling. The realism of the footage is impressive, though it's noticeable when the fictional cars are inserted into real race scenes, especially in the onboard shots, where the other cars clearly appear taller. Still, none of… more",229 likes
Keegan W,★★★½,02 Jul 2025,"“If the last thing I do is drive this car, I’ll take that life, man. A thousand times.”
“F1” is exhilarating. 
Equal parts sports drama and Fortune 500 soft power campaign. 
The racing sequences absolve any misgivings I have about the story itself. ""F1"" may be the most immersive live-action sports experience ever rendered on film… even when it veers off track. 
It’s not, however, “Top Gun: Maverick.” It certainly shares many of the same beats. Kosinski’s made it difficult for… more",154 likes
ethan,★★★★,25 Jun 2025,"Close enough welcome back 2012 Sebastian Vettel and Kimi Räikkönen
Whoever did the sound design needs a raise as in my IMAX screening the feeling of the drums in whole lotta love by Led Zepplin literally going through me only added to the spectacular scenes of the Daytona sequence.
I could tear this film to pieces with inaccuracies about things, but the film was simply too good to care about any of that.",225 likes
zeytinli_pogca,★★★★,02 Jul 2025,"Joseph Kosinski, sen işini biliyorsun abim!
Evet, film gayet beklentilerimi karşıladı. Ancak filmden hayal kırıklığıyla ayrılmamak adına Top Gun: Maverick ile kıyaslamamam gerektiği konusunda kendimi şartlamıştım ve bu aşırı doğru bir kararmış. Bunu yazmam sizi yanıltmasın elbette… F1 the Movie, kesinlikle son 10 yılın en iyi spor draması olmaya aday bir film. En son bu kadar beğendiğim spor draması: 2015 yapımı Creed filmiydi. Tam 10 yıl sonra, onun kadar coşku dolu bir spor filmine sahip olduğumuz için şanslıyız!
Öncelikle şunu belirtmek… more",144 likes
celso,★★★★,06 Jul 2025,"I really liked it. The film doesn't try to reinvent anything — it just sticks to the basics. It's predictable, but it works really well. The soundtrack is great, the racing scenes are well done, the performances are excellent, and Brad Pitt is brilliant, as always.",151 likes
Dave Edwards,★★★½,02 Jul 2025,"F1’s narrative is nothing you haven’t encountered before. Brad Pitt plays Sonny Hayes, a retired Formula 1 driver who never lived up to his massive amount of potential, flaming out in spectacular fashion. Sonny gets a second chance and a shot at redemption when his old friend Ruben (Javier Bardem) recruits him to his struggling F1 team, APXGP, to mentor a brash young racer named Joshua Pierce (Damson Idris), help his team face the pressures of the circuit, and improve… more",148 likes
Johnny Garfield,★★★★½,27 Jun 2025,"""If the last thing I do is drive that car, I will take that life, man, a thousand times.""
F1 is an absolute thrill ride that keeps you on the edge of your seat the whole time. The story is about second chances and a love for racing. This film is unlike other racing movies, thanks to its unique filming style, which includes real drivers during the actual racing season with cameras mounted on the cars. You always get a… more",222 likes
haley,★★★★,27 Jun 2025,"it took every ounce of strength in my body to not say ""um actually.."" every five seconds. the film is very inaccurate, which is surprising considering lewis hamilton helped to make it, but it was extremely fun nonetheless. if i had no prior knowledge of formula 1, this would probably be a five star movie for me. i still had a great time and would watch again! really could've gone without the unnecessary romance subplot, though.
also would like to apologize to arizona for hitting her so hard the first time lando showed up on screen. i swear, i was just really excited..",216 likes
Joe Bro,★★★,27 Jun 2025,"“We can’t win.”
”We can’t if we don’t try.”
Aura farming the movie. Not much else to say. Racing stuff cool. Drama already forgotten. IMAX ratio the whole time.",221 likes
grace spelman,★★★,06 Jul 2025,chuck schumer is going to watch this movie and it’s going to convince him he needs to be in the senate another 10 years,147 likes
Gabriel Kalil,★★★★,05 Jul 2025,"A pergunta aqui é: ‘F1’ é apenas um filme para amantes do automobilismo, ou tem potencial para furar essa bolha? 
Confesso que demorei alguns dias para escrever essa review, pois queria fazê-la com calma, dando tempo ao tempo, isso se deve ao fato de eu ser um grande amante da Fórmula 1, então não inserir o meu viés entusiasta aqui é de fato um desafio. Mas o meu objetivo hoje aqui, é conversar com você, que passa longe das corridas… more",146 likes
the uzhi/mari spot ❤️‍🩹,★★★★,28 Jun 2025,"We watched it on IMAX the day before my birthday and what a blast this was!
Biggest dose of fun and adrenaline available this summer on theaters, having as main attraction the most exhilarating racing sequences ever put to screen —with some of the best cinematography, editing, and sound design of the year. And there’s a lot of that. Also, Brad Pitt is a very charming man. Archetypal narrative and characters, yet entertaining and serviceable; principally due to solid and… more",146 likes
=★= 𝕬𝖇𝖗𝖆𝖍𝖆𝖒 =★=,★★★★½,23 Jun 2025,,212 likes
BeHaind,★★★,23 Jun 2025,"Es hilft definitiv, wenn man die Formel 1 superspannend findet oder den Rennsport im Allgemeinen oder mehr als zwei Automarken auswendig aufzählen kann. Und wenn man dann vielleicht sogar angesichts der abgedroschenen Klischees des Racing-Kinos befindet: „Ach, die Geschichte hab ich ja noch gar nicht gehört“, dann kann man „F1 - Der Film“ noch ein halbes Sternchen mehr auf Letterboxd gönnen, alles darüber wäre dann aber auch schon absurd. Darüber wie konstruiert und menschlich egal die Underdog-Geschichte nach Formel Bla… more",209 likes
Mister Cap,★★,28 Jun 2025,"ENGLISH VERSION below 
🏎️ F1 – Der Motor röhrt, das Hirn schweigt
Ich war nie Formel-1-Fan. Bin es nicht, werde es auch nicht mehr. Und falls ich das vor diesem Film noch nicht genau wusste – F1 hat mir endgültig die letzte Illusion genommen.
Ja, das Ganze sieht beeindruckend aus: Die Rennszenen knallen visuell wie aus dem Werbekatalog eines Autokonzerns, der einfach alles verkaufen will. Aber wenn man sich zwei Stunden und dreißig Minuten lang in einem Hochglanz-Werbespot wiederfindet, der… more",210 likes
Marco Risch,★★★½,23 Jun 2025,"Das Allererste was ich nach diesem Screening tat: Hier auf Letterboxd meine Wertung von Ford v Ferrari hochkorrigieren.
Den hatte ich beim Rewatch sträflich abgewertet. Ein ½ Stern weniger, weil mir erst die 4k UHD etwas im Heimkino zeigte, was mir auf der Leinwand völlig entgangen war: wie fake das alles ist.
Gefühlt ist alles CGI. So viel Greenscreen und animierte Rennsequenzen, dass ich mich ernsthaft frage, ob sie denn überhaupt in ein echtes Auto gestiegen sind. Und trotzdem tue… more",211 likes
vittor,★★★★★,12 Jul 2025,"""we do what everybody does, we lose.""
caralho, que filme foda!!! eu achei que não ia gostar, por não acompanhar muito sobre fórmula 1, mas o filme me pegou de surpresa. conseguiu me prender do começo ao fim. passou muito rápido. to em choque com tudo que vi aqui.
a forma como eles constroem tudo é muito envolvente. tem emoção, tem tensão, e mesmo sem entender tanto do esporte (depois desse filme fiquei com muita vontade de acompanhar mais sobre)… more",140 likes
carina ☆,★★★½,29 Jun 2025,"I watched this right after the race in Spielberg last weekend, and Carlos really tried to pull a Sonny Hayes on Sunday or what? 
As for the film itself, it’s definitely spectacular, and the cinematography — with its camera work and technique — especially stands out, as it genuinely immerses the viewer into the narrative. The suspense the film creates is impeccable, and the score by Hans Zimmer is amazing, as always. 
Other than that, it’s a big blockbuster that’s… more",135 likes
emma,★★★½,04 Jul 2025,"F1 SPORT-CENTRIC REVIEW
I saw this movie twice and I’m really struggling to reconcile the f1 (sport) fan in me with the film fan in me, so I’m just going to allow myself to nitpick AND celebrate all the little f1 things I noticed in this review and then speak about the film holistically in the next review.
SPOILERS & PEDANTIC MUTTERING AHEAD! 

1. Sonny Hayes would have been disqualified immediately after the first race, let alone after the public videos… more",136 likes
nahuutwm,★★★★★,07 Jul 2025,"No importa si lo pensó o no, pero lo hecho por Kosinski en F1 me remite a Walter Hill y Howard Hawks. Un continuador de una concepción histórica del héroe. Hill tomaba de Hawks —sobre todo de sus dramas— a sus protagonistas profesionales, regidos por una ética de grupo, muchas veces yendo a contramano del mundo, y los soltaba en una época donde el héroe ya no tenía lugar ni tampoco quería tenerlo. Un héroe liminal, que llegaba, transformaba un… more",134 likes
Bilge Ebiri,★★★★★,28 Jun 2025,"Much like TOP GUN: MAVERICK, they’ll give the credit for this movie to all sorts of other folks when it’s clearly Kosinski’s baby — his style, his story, his aesthetic, his vision. More thoughts here: www.vulture.com/article/the-post-human-beauty-of-joseph-kosinskis-f1-the-movie.html
Third viewing, Cinemark CT Post Mall, IMAX.",204 likes
TheMovieMob,★★★★,27 Jun 2025,"🔥 4 / 5 🔥 — F1 roars to life with sleek racing, sharp performances, and Pitt in pole position.
Joseph Kosinski delivers another high-octane spectacle with F1, a blockbuster bursting with epic scale, jaw-dropping effects, and just the right blend of heart and horsepower. Brad Pitt slides comfortably back into his charming rogue persona, teaming up with a headstrong rookie in a familiar but satisfying mentor arc. The racing sequences are heart-pounding, the team camaraderie is heart-warming, and Javier… more",205 likes
ElianLeVentre,★★★,07 Jul 2025,"3 étoiles pour la prouesse technique, les plans, etc. Mais le fil rouge de l’histoire est cliché à mort, trop de scènes qui rendent le film trop plat. Pas assez de moments de course, alors qu’à chaque fois ils sont hyper bien faits… mais vas-y, ils auraient pu faire moins de scènes d’amour et plus de vroom vroom",139 likes
Uusss 𔘓,★★★½,01 Jul 2025,"I went into this movie as someone who knows absolutely nothing about F1, taking my bestfriend who is a huge fan, to see it. And to be fair, it was a pretty entertaining watch 👀
""If the last thing I do is drive that car, I will take that drive."" – Sonny. 🏎️
Visually, F1 The Movie is stunning. The cinematography is sleek and immersive, backed by a fantastic Hans Zimmer score that elevates the entire atmosphere! 🙌🏻 The filmmakers… more",136 likes
Keenan,★★★★½,27 Jun 2025,"I need to start off by saying that I am not a fan of F1 racing at all and that I’ve never watched a single race in my life so I went into this film wanting to watch because I liked the trailers but had no hype for it whatsoever and I loved it. Brad Pitt, Damson Idris & the supporting cast were great and this film is very entertaining and every race scene will have you on the edge of… more",204 likes
fly80,★★★★,16 Jul 2025,"79/100
""F1"" é um filme que tem como base vários clichês e por vezes acaba sendo previsível, porém, por ser um filme muito bem executado, ele diverte e conseguiu prender bastante minha atenção. As cenas de corrida são muito bem dirigidas e muito bem feitas, com o diretor conseguindo capturar a intensidade de uma corrida de Fórmula 1 de maneira intensa, com uma trilha sonora que, mesmo que não seja tão impressionante, ajuda a intensificar a experiência do filme.
Gostei… more",135 likes
GPetch,★★★½,02 Jul 2025,"Boy, the sports movie formula just can’t miss, can it? Get a reluctant underdog, surround him/her with a team of lovable losers, throw in a love interest, spice it up with some personal drama and self-doubt that create obstacles leading up to the big final contest, and boom — you’ve got a movie guaranteed to please audiences the world over. It doesn’t matter that you’ve seen the same formula play out 100 times previously, you can’t help getting caught up… more",137 likes
Om Jeswani,★★★★½,25 Jun 2025,"Knew Brad Pitt could race, but didn’t expect him to deal out card trick shots like a Vegas pro.",198 likes
River,★★★★,23 Jun 2025,"Just like Tony Scott before him, Joseph Kosinski follows up a Top Gun film by diving into the world of racing. And from a pure action standpoint, he’s the perfect fit. One thing that remains consistent across all of Kosinski’s work is his ability to place you right in the centre of the action. With this F1 film, there are moments where you genuinely feel like you're in the car with Brad Pitt. The editing, framing, and cinematography, (especially when… more",201 likes
𝙨𝙖𝙢𝙢𝙢𝙗𝙚𝙣𝙣𝙚𝙩𝙩𝙩,★★★★½,01 Jul 2025,"SEE THIS IN IMAX OH MY GOD. VROOM VROOM!!!
Anyways, yeah this is easily the best movie of the year for me so far.
Truly a pure rush of adrenaline and pedal-to-the-metal cinematic magic. Turbo charged off the fucking rails. Jaw dropping visuals, and filmmaking which generally made me marvel at how the fuck they managed to pull some of this shit off. Beyond impressive from a filmmaking perspective, and even more impressive that it made me genuinely interested in… more",130 likes
Sherry,★★★★½,09 Jul 2025,"A Must-See—Even If You’ve Never Watched F1 Before
I went in knowing nothing about Formula 1 or racing, but this film completely drew me in. The gripping story, top-notch performances, tight direction, gorgeous visuals, and an incredible soundtrack all come together seamlessly.
I genuinely loved it. The movie takes you behind the scenes and shows the intense dynamics within the team and the high-stakes world of racing. Brad Pitt gives a standout performance, adding real depth and believability to his… more",141 likes
Hamad,★★★½,02 Jul 2025,"Sometimes there's this moment when I'm in the car when everything is peaceful and no one can catch me. In that moment, I'm flying.
Im sure the actual rules of F1 suffered from some hollywoodfication—but it’s still so exhilarating. Those high octane, pedal to the metal sequences on the big screen are the definition of a summer blockbuster and for that I can restrain most my complaints surrounding the pacing and writing. Edge of your seat experience. ",130 likes
Jfilmsx🦦,★★★★,28 Jul 2025,"I didn’t intend for it to take me this long to get around to watching this movie, but here we are, and my god, did this exceed my expectations. As someone who’s never actually watched any Formula 1, I was skeptical as to whether or not it would really be for me, but the movie is about a lot more than Formula 1. It’s a movie about resilience, teamwork, and redemption, and it is glorious.
Technically, this movie is fantastic,… more",54 likes
SupremeLemon (지존레몬),★,26 Jun 2025,"Let us assume the film believes in itself--that it earnestly imagines speed as spirituality, danger as destiny, and cinema as the privileged medium through which such intensities might be rendered legible. And let us assume that this belief, however industrially inflected, still aspires to touch something essential: the body in motion, the machine in synchronization, the human spirit modulated by velocity. But what emerges from F1 is not a cinematic conviction, but an administrative composition: a filmic apparatus so thoroughly… more",193 likes
wokoshi 워코시,★★★★,28 Jun 2025,"2025’s 27th movie • 81/100
it's worth more when watched in the theater, you won't even realize the 2.5 hours have passed. and it's a must-see, especially if you're an F1 fan.",134 likes
erica,★★★★,18 Jul 2025,"yeeeeaahhhh this rocked 🤘🎆 but someone remind me to never get in a car with sonny hayes 😰
loved when i was driving the car like neeeoowwww vroooommmm skkrrrtttt errrrr wooooaaaaa neeoowww 🏎️
too long though, im begging all the studios to stop doing this to me 🙏",97 likes
George Clark,★★★★½,24 Jun 2025,"Hell, fucking, YEAH. F1 is THAT movie. 
We’ve had plenty of great racing movies this decade. Ford v Ferrari, Rush and even Gran Turismo were all fantastic…but nothing quite gives you the rush that F1 The Movie does. It’s a breathtaking spectacle from star to finish, utilising impressive, slick camera movements, jaw-dropping cinematography and a Hans Zimmer score that controls the tempo of your heart perfectly. Joseph Kosinski is a director to truly behold. What he is able to accomplish… more",191 likes
Beastmachine789,★★★★★,01 Jul 2025,"2025 Ranked 
9.5/10
Pure Adrenaline 💪 I mean come on? This movie is exactly what it needed to be and exactly how I wanted it to be. A story of Triumph, Jealousy, Redemption, and pure Thrill
I loved it more than I honestly expected. I just had such a blast from start to finish. I know little to nothing about Formula Racing or just car racing in general so I can’t nitpick either. 
Brad Pitt gives a great performance but… more",127 likes
Hamza,★★★★,01 Jul 2025,"DAMN! WHAT A FUCKING RIDE!
If you’re skipping this in theatres, bro… you’re setting yourself up for the biggest regret of your life. Joseph Kosinski is insane, first Maverick, now F1, this guy knows exactly how to fuel your adrenaline like no one else. Also, Hans Zimmer... always kills it, no chance you’re not humming his music on your way out.
P.S. Watching this in 4DX feels like being strapped to a goddamn Formula One car.🏁🏎️",188 likes
Charlie,★★★★★,17 Jun 2025,"I’ve never seen an F1 race in my life, never had any urge to, considered me converted. 
A literal tour de force banger. Edge of the seat stuff, Rocky Balboa eat your heart out. 
Brad Pitt on top form, great supporting cast. Phenomenal storytelling, drama, intensity. I was throughly hooked from start to start to finish. 
Best new release first time watch I’ve had in over two years. Can’t wait to see it again.",190 likes
thatbohogirl,★★★★,07 Jul 2025,"""If the last thing I do is drive that car, I will take that drive""
To be the best of the best in formula one, you're not just racing against other drivers. you're racing the machine itself. victory demands unmatched speed, strength, and strategy. does this film capture that reality? it absolutely does, as it offers but a glimpse into the thrilling intensity of the real sport.
Whenever a race is taking place, F1 cars are always seen zooming around… more",124 likes
Mariotbl,★★★★½,26 Jun 2025,"Esta es la clase de película que se tiene que ver en cines, porque creo que cuando llegue a los hogares, tal vez se pierda la epicidad que viví en la sala.
Eso sí, las escenas de carreras son un pinchazo de adrenalina, están tan bien armadas y acompañadas por la música más adecuada y comercial posible. Puede que eso perjudique un poco, a que se vean las carencias en la historia, porque cuando no se está directamente en la… more",189 likes
Robbie Cooper,★★★½,27 Jun 2025,"You only needed a car with the voice of Owen Wilson and a questionable stereotypical Southern tow truck, and this would have ended up being more of a Pixar's Cars sequel than a F1 film.
This is probably the most underwhelmed I've felt watching a movie all year. True, the visuals and sequences are cinematic eye candy, but the one-note characters and cliché storyline knock the rating down quite a bit. Personally I'd sit this one out and wait until it comes out on streaming.",191 likes
BlexInfinity,★★★★,08 Jul 2025,Во время финальной гонки вспомнил свой последний круг из Мафии 1 и тихо шептал «было было»…,128 likes
siobhan,★★★★,03 Jul 2025,listened to hans zimmer's score and went 5 over the speed limit on the way home. get me on the track now,125 likes
SosaKnowsBall,★★★★★,01 Jul 2025,"*2025 Release Watch*
Grade: Sosa Approved Banger
Score: 96 out of 100
“LIGHTS OUT!!!”
The personification of a line of coke and a can of Red Bull in movie form. There are few instances in a calendar year where you see a movie’s release date, trailer, and cast/crew and definitively know it’s going to be something instantly special, remarkable and memorable. If I had to rank where in the hypemeter it was at the very start of the year, I… more",122 likes
harvi,★★★★½,06 Jul 2025,Cinematic experiences like these are the reason why I’m still alive.,123 likes
ʟօʀɖ ʀʊʟɛʀ,★★★★★,30 Jun 2025,"احياناً تواتيني لحظة في السيارة يهدأ فيها كل صوت
ويبطؤ نبض قلبي 
لحظة سلام
وحينها أرى كل شيء ، ولا احد …
لا أحد يمكنه المساس بي 
ففي تلك اللحظة أنا أطير 
اي والله اني طرت معك يابراد بيت 
من أمتع وأفضل الافلام الي شفتها بالسينما ومب قادر استوعب الجنون اللي شفته 
الصوتيات والساوندتركات وايضاً التصوير شي خيالي واتعب واقول هذا المخرج من افضل المخرجين الي يقدملك صوتيات وتصوير تاريخي على أكمل وجه 

الشخصيات كلها كانت رهيبة خاصتا ثنائية براد… more",117 likes
cássia,★★★★★,18 Jun 2025,AMAZING DAY just saw leclerc and hamilton on a big screen,184 likes
CinemaCollect,★★★★,17 Jun 2025,"Kosinski delivers once again. Give him all the money in the world and he will turn it into a spectacle. He knows how to make movies that embrace why we love going to the movie theater. Pitt leads an outstanding cast that all stand out in the film. Between the sound and cinematography, this was one of the best IMAX screenings I've been to.
Full Review
2025 Movie Ranking",183 likes
Dave Taylor,★★★★,07 Jul 2025,"Watched in IMAX (which is significant, because the whole bloody movie was shot in IMAX).
I imagine a team of movie scientists, hooking up test-screening audience members to high tech monitoring equipment, precision crafting this to the peak of exciting mediocrity.
If you’ve never seen a movie before, this will be the highlight of your life.
If you’ve seen between 20-50 movies before, you’ll love this, but you’ll notice tropes used in this that were also in half the other… more",121 likes
Shady,★★★★★,27 Jun 2025,"Yep. This is it. This is why Blockbusters exist. This is why Hollywood was Hollywood once upon a time. Movies like these used to come every weekend during the summer movie seasons back then. I know I sound like a boomer whenever I talk about the current state of Hollywood and movies in genral, but it's the truth. Films like F1 is what Hollywood is genuinely missing. Any bit of early skepticism immediately vanished when I saw Jerry Bruckheimer on… more",176 likes
GoldMound,★★★★★,26 Jun 2025,"Alright, I’m going to write this review straight from the heart—not just because I love this sport so much, but because I’ve been a die-hard F1 fan since 2013. Also, I’m proud to say I’m the Romanian Heineken 0.0 F1 Sim Champion so I know a bit of F1:)—cheers to Heineken 0.0 for having the best cameo in the movie! 😂🍻
I just left the IMAX theater, and wow... I’m honestly amazed.
The movie looked absolutely stunning, especially on the… more",180 likes
lubz ۶ৎ,★★★★,05 Jul 2025,vroom vroom,121 likes
"the fake ""al"" pacino",★★★★,02 Jul 2025,never realized how serious this is until my dad leaned forward and did not blink during the entire last race sequence,120 likes
Darren Carver-Balsiger,★★★,25 Jun 2025,"For a few years I was a really big fan of Formula One, and I think its beautiful aesthetics and exciting danger makes it a good fit for cinema. F1 is essentially an advert for the sport but still manages to create plenty of engaging dramatic beats. It's clichéd but well executed, telling the story of a has-been helping an underdog team claim some unexpected glory. His motives are unclear, he just has the indescribable yearn to drive. Despite F1… more",178 likes
Aarsh🐥,★★★★½,25 Jun 2025,"HOLY FUCKKKK!!!! CAR WENT BRRRRR AND I INDEED SHAT MY PANTS!!! 🃏
Love when that one summer blockbuster drops and makes everyone in the cinema hall collectively lose their shit. Engines roaring in Dolby Atmos, cars flying in IMAX slow-mo, and every seat turns into a grandstand. You don’t watch it… you live it.🏎️💨",174 likes
cameronstewart,★★★★½,08 Jul 2025,"“Hey, let me ask you something. Close friend of yours; made you an offer that was 100%, positively, too good to be true. What do you do?”
“Well, how much are we talking?”
“It’s not about the money.”
“So…what is it about?”
Director Joseph Kosinski has returned to follow-up the cultural phenomenon that was ‘Top Gun: Maverick’ back in 2022. With a screenplay once again written by Ehren Krueger, this summer blockbuster trades-in Tom Cruise & Fighter Jets for Brad Pitt… more",120 likes
Shreesh,★★★★½,27 Jun 2025,"This was my 2nd most anticipated film of the year after The Final Reckoning and I’m so happy to report that it absolutely delivered on those expectations!
Love how in Kosinski’s blockbusters the supporting characters always leave the perfect impact. The entire APXGP crew were so much fun. The technical director, the team principal, the race engineer, the chief mechanic and the pit stop tire gunner, all of them beautifully flow together in this relentless ride. Kerry Condon was exceptional,… more",176 likes
DaviMaiaᵈˢ🟠🟢🔵,★★★★,07 Jul 2025,,119 likes
Wes,★★★★★,28 Jun 2025,"in imax: i think my face actually melted off. walked in not knowing what to expect at all, walked out a total zealous convert. i kinda see why people treat this sport like a life or death event now?",175 likes
