user_name,rating_star,date,comment,comment_likes
basty2049,★★★★,26 Jul 2025,"Gotta say, it’s fantastic. A pure burst of imagination, set in a wonderfully realized retro-futuristic world that feels light-years away from the increasingly stale, contemporary MCU backdrop. The costumes, production design, and world-building evoke the spirit of the Golden Age of comics, the wonder of early space exploration, and the charm of classic science fiction.
The story centers entirely on the Fantastic Four as a family, their internal dilemmas, personal ambitions, and public lives. For the first time in the… more",228 likes
joe,★★★★★,30 Jul 2025,"""I will not sacrifice my child for this world, but I will not sacrifice this world for my child.” never fuck with a mothers rage. 
each portrayal feels as if they jumped straight off of a comic book page. the way johnny scratches herbies head as if he’s a dog.. i need him so bad…",209 likes
♢ 𝙷𝚊𝚛𝚕𝚎𝚢 𝚀𝚞𝚒𝚗𝚗 ×͜×,★★★★★,26 Jul 2025,Fantastic 5️⃣..!!! I mean THE INCREDIBLES. Ughh... potato potahto!,282 likes
🌼Maryem Ilyas🌼,★★★★½,29 Jul 2025,The Fantastic Four: First Steps to Becoming a Fantastic Mother.,157 likes
maddie,★★★★,24 Jul 2025,"Gotta say, it's fantastic...",268 likes
Ryad,★½,23 Jul 2025,Les 4 Fils de pute à la limite (j’ai plus de patience),259 likes
R SUDARSHAN,★★★★,29 Jul 2025,"pedro pascal really is mr. fantastic irl too, his arms magically stretch to every women in the room. this superpower works only when he’s anxious, though.",159 likes
claira curtis,★★★½,29 Jul 2025,"I get that Franklin is like one of the most powerful characters in the MCU but I am also absolutely certain that Renesmee Cullen of Twilight fame could beat him up in a 1v1 baby fight.
ICYMI, check out the House of Cinema episode where we go long on the MCU’s latest venture.",171 likes
cob,★★★★½,24 Jul 2025,love herbie all my homies love herbie,287 likes
Bruno,★★★★,27 Jul 2025,"“I herald his beginning. I herald your end. I herald… Galactus.”

2025 has been rather special when it comes to superhero films. With the exception of Captain America, every other Superhero film released this year has been somewhat special, to me at least. Thunderbolts, Superman and now F4. All different from eachother but all lived up to their expectations and delivered great moments. This isn’t saying much but this right here is the best film so far about Marvel’s first family.… more",156 likes
bruna <3,★★★★,23 Jul 2025,"forget the baby, i would literally sacrifice the entire universe for vanessa kirby",257 likes
Gilby C. III,★★★½,24 Jul 2025,"“Tell Franklin Uncle Johnny loves him.”
I enjoyed the film overall! However, I felt it moved a bit quickly, which left the characters underdeveloped. Galactus had great potential as a villain, yet I didn't feel he was fully realized in the way he was marketed or written. I also wished the humor would have landed better for me. On the bright side, the intergalactic travel action scenes were thrilling and impressive. The aesthetics were stunning, and my girl Vanessa Kirby truly shined in her role.
Overall, good film.
🔥 🪨 🫥 🧠 
[TOP 25 2025 RELEASES, RANKED]
[MCU, RANKED]",192 likes
júlia,★★★★½,26 Jul 2025,those rare moments of pedro pascal playing a dad but not a single dad,216 likes
HectorPortillo,★★★,23 Jul 2025,"Se acuerdan de cuando tratamos de matar a su bebé? Si… perdón por eso pero aún los amamos eh!
Ta bien 👍",241 likes
Ryan Barton🤠🍿,★★★★,24 Jul 2025,"I loved the aesthetics! The 1960s retro vibes were so beautiful. 
All 4 of them were written brilliantly, everyone got enough screen time and love for you to see how close they are as a unit. It really is a movie about family.
Yes it’s predictable & a bit cheesy but it didn’t bother me too much, it’s kind of what you get with the MCU. Galactus felt so comic book accurate but the way it ended wasn’t the best.
The… more",247 likes
Marshall 🌞,★★★★,24 Jul 2025,i'm giving this four fantastic BOOMS 💪🏼💪🏼💪🏼💪🏼,255 likes
Edwin 🦦,★★★½,27 Jul 2025,"I went into The Fantastic Four: First Steps with a mix of excitement and cautious optimism. The previous attempts at bringing Marvel’s First Family to the big screen have ranged from meh to downright disastrous, so my expectations were high but tempered. I was genuinely curious to see how Marvel Studios would tackle this iconic team. After watching it, I’m happy to say I enjoyed it quite a bit, even if it’s not a game-changer for the MCU.
The movie… more",215 likes
JoshuaCaine,★★★★★,25 Jul 2025,"DON’T TELL ME HOW TO KILL SEXY ALIENS!
______________________
Yeah, I’m bumping this rating up from a 4.5 to a 5 I don’t care. I’ve waited so long to see the Fantastic Four in the MCU, and it’s no secret that this was my most anticipated superhero film of the year. Watching this in IMAX was absolutely bonkers, especially those scenes with Galactus. You could feel the sheer magnitude of his presence. The minute he spoke it felt like an… more",250 likes
mikywee,★★,24 Jul 2025,,271 likes
JBird,★★★½,24 Jul 2025,"Planet-ending events can feel drastic,
With powers like being elastic.
But the First Step,
In Doomsday prep,
Is maybe just being Fantastic.",249 likes
Justin Decloux,★★★,25 Jul 2025,"I can't remember the last time I started so high on a movie... and then watched it start to stumble, in a barely noticeable way, that slowly began to bother me more and more and more, until the credits rolled and I thought ""That was good. Right? I loved it so much at the start!""
The film boasts a beautifully designed 60s retro-future and a group of characters that feel authentic to their comic book origins, but it has an… more",255 likes
Adam,★★,21 Jul 2025,"Some of the worst special effects I’ve seen in one of these (confirmed fact that they made the team crunch like bodybuilders over the last two months), a story that might work over the course of a three/four issue arc in the comics but pretty much collapses when forced to carry the weight of a 2 hour film, and Quinn doing some weird Ryan Gosling inflection that just pissed me off. Pedro is fine, Kirby is fine, Ineson & Gardner are… more",237 likes
Arkoft,★★★½,25 Jul 2025,"After watching The Fantastic Four: First Steps, I went to In-N-Out, ordered a number 3 (added grilled onions, while tomatoes and spread were removed), and ate my meal.
Then, I went back home, played some Co-Op Missions on Star Wars: Battlefront II (2017), rewatched 2 episodes of Mindhunter, and watched an episode of Supernatural.",207 likes
Cartoonshi,★★★½,27 Jul 2025,The Fantastic 7/10 (thank god),207 likes
moviemattk ✌🏻,★★★,25 Jul 2025,"So iconic to have a character named after John Carpenter's 1982 horror masterpiece!  
(Actual thoughts)",197 likes
andy,★★★★½,24 Jul 2025,"“It's a blessing. It means 'Die with yours'.”
i’m not sure if it’s because i like these characters more than i thought i did and the nostalgia of the old iterations, but i was a big fan of this. pretty much every single cast member i was pleasantly surprised with. again especially after seeing the old ones so recently and them leaving such an imprint. this silver surfer is much of the same from the previous and just as bad… more",241 likes
fly80,★★★½,27 Jul 2025,"75/100
""Quarteto Fantástico: Primeiros Passos"" foi o filme de super-herói que eu mais gostei desse ano e que me surpreendeu positivamente em alguns pontos, mas também um dos que eu menos coloquei expectativas, e gostaria mais se o filme tivesse seguido por outros caminhos.
A história é relativamente simples e isso me agradou, já que ficou algo bem confortável de se assistir, com um toque de humor que acho que entrou nos momentos certos e que para mim não ficou… more",194 likes
thenotoriousjac,★★★★,25 Jul 2025,"Hollywood is milking Pedro Pascal like he’s the last cow on Earth, and honestly, I support it.",244 likes
Killian Morlaes,★★★★,26 Jul 2025,"Saw Pedro Pascal in Eddington four days ago. Saw Pedro Pascal in Materialists two days ago. Saw Pedro Pascal in The Fantastic Four today. Might see him tonight at the dinner table.
2025 Ranking",198 likes
Lukinha Crispim,★★★★,26 Jul 2025,"Acabei de assistir a um dos filmes mais aguardados do ano e agora me sinto... Fantástico.
O roteiro é imperfeito, mas a direção o realça e cativa com sua beleza visual.
A forma como a história é contada é melhor do que a própria história.
Não é um filme comum; é um épico de ficção científica heroico e de qualidade. Com cenas de ação tensas, porém belas, embora se concentre mais no diálogo do que na ação.
Galactus é aterrorizante;… more",192 likes
Griffin Schiller,★★★★,21 Jul 2025,"Fantastic Four is an utter delight! A breezy Star Trek inspired cosmic adventure about confronting the unknown with trust and love. It took no time to endear me Marvel's First Family and the world they inhabit. The MCU has NEVER felt more ALIVE as Matt Shakman crafts such a striking visual feast with so much texture, detail, and a welcomed use of practicality.
Despite my reservations, Joseph Quinn NAILED Johnny, while Ebon Moss-Bachrach walks away as my favorite of the… more",228 likes
ValTheMovieGuy,★★★★,23 Jul 2025,"Gotta say, it's fantas-peak",235 likes
megannn_lynne,★★½,29 Jul 2025,"went into this showing with hate in my heart (hate sponsored by my prior fantastic four experiences) but i was pleasantly surprised! really beautiful aesthetic, great performance from vanessa kirby, not bogged down in exposition….nice!!!",126 likes
Joel,★★★½,24 Jul 2025,"First 40 minutes is legitimately amazing. Perfect character introductions, love the pacing and vibe of the world, space sequence is tremendous. 
And while I don’t super love Reed as a character in this film, I do think the main 4 are perfectly cast. So excited to see them again in the MCU. Also my boy the thing needed more to do. He’s just forgotten about. 
The last hour of this film should have an extra 20 minutes in it and… more",227 likes
Adi Cohen,★★,23 Jul 2025,"Another formulaic corporate trash that spoon-feeds the audience with insanely half-baked writing that is ultimately dependent on an endless wave of annoying hype.
It's genuinely impressive how empty it felt for such an ambitious scope.
The ""retro"" production design & editing that emphasized the 60's period was certainly a refreshing addition, but the movie's still stuck on what we can now safely call the ""Marvel effect"" of underwhelming & cheap character development.
The Silver Surfer was literally abandoned half-way through the movie,… more",228 likes
Johnny Garfield,★★★★,26 Jul 2025,"“It’s clobbering time!”
The Fantastic Four: First Steps is a very solid movie. First off, the visuals throughout this film are breathtaking. The retro-futuristic vibe really works in here. Going into this, I was a bit skeptical because the trailer made it seem like this movie had no depth, when in reality, it has a very strong theme about family. The action sequences and CGI were fantastic. The cast all put in solid performances. The comedy was okay; there was… more",177 likes
gusta,★★★★★,25 Jul 2025,"eu não te digo como pilotar a nave, não vem me dizer como matar aliens sexys! 
meu deus q filme incrível , me prendeu do começo ao fim , a estética do filme tá linda os cenários magníficos e o cgi tá ótimo!
o filme equilibra perfeitamente um toque de humor , ação e emoção, além de falar sobre perfomances que todos do elenco fizeram um trabalho excelente , joseph brilhou (literalmente) como johnny storm.
o pós - créditos ,… more",227 likes
Speriden,★★★½,23 Jul 2025,Was kinda hoping this was gonna be a porno. Imagine Galacdih 😭✌️🥀,212 likes
Marco Risch,★★½,22 Jul 2025,"Das Bemerkenswerteste daran ist noch das Timing: Nur 2 Wochen nach dem anderen Naivling Superman will das MCU nochmal alte Comic-Magie kanalisieren - verpasst dabei aber den neuen/alten Mut des Ur-Superhelden. James Gunn erfindet den Punkrock neu, während sich Matt Shakman in seine heile/alte Fantasiewelt aus WandaVision flüchtet. Nur war die dort eben eine Parodie darauf. Kein reiner Selbstzweck.
Hier fehlt dem Ganzen jedes echte Drama und doppelter Boden. Es gab genau einen einzigen (!) Moment in dem ich einen… more",210 likes
Jake Petroski,★★★½,24 Jul 2025,"Two good Marvel movies in a row?? Are we back??
Visually one of the best in the franchise. The visual effects are stunning at times. The retro-futuristic aesthetic is perfect. Shakman captures the family vibes of The Fantastic Four very well. I do really wish we got more from Galactus and Silver Surfer though. The final act felt very rushed. Considering how big of a villain this is, it felt like nothing much happened. We could have used a much… more",221 likes
Jason Concepcion,★★½,28 Jul 2025,"I can't believe I'm saying this, but, I could've used more Mole Man.",144 likes
userwake,★★★★,22 Jul 2025,Can’t wait to go home on Fortnite and buy a Fantastic Four skin,218 likes
Charlie,★★½,22 Jul 2025,"WE ARE SO BACK! 
JK, this low key sucked. Writing, story, acting, CGI and everything else in between, all had something lacking. 
The story was downright boring. Way too focused on the least interesting of things. When it does get going it’s in short bursts and it’s totally predictable. This thing could’ve been chopped up into something half worth saving but here we are. 
A massive disappointment, if anything I’ve rated it too high. 
If it’s fun you’re looking for, look no further than the 2005 iteration.",215 likes
Adam Putra,★★★★,25 Jul 2025,"Bigger enemy, bigger threat. Humanity over selfishness. It may not master the old MCU films but it's definitely the best Fantastic Four yet. It's so good to see the old-fashioned and futuristic mixed concept go along really well alongside the story that gives powerful meanings about family and sacrifice, and what it means to be superheroes for the people. Fast-paced, visually flawless, crazy action set pieces with a heartwarmingly fun story. Thank you for bringing the Galactus that I asked… more",214 likes
Joel,★★★½,24 Jul 2025,"Probably the most visually stunning MCU film to date, cast is great, and a few 10/10 sequences. Everything in space is peak. 
But this is a very uneven film. Last hour is noticeably weaker than the first, and I don’t think the ending was all that satisfying. 
And while I mentioned the cast being great, I think some characters (cough cough the thing) have very little to do.",203 likes
iso,★★★★½,29 Jul 2025,"VANESSA KIRBY, THE MOTHER THAT YOU ARE",128 likes
Kevao51,★★★½,23 Jul 2025,"Família é isso, é sobre lutar por algo maior que você
A palavra do ano pra Marvel é recomeço, ""Quarteto Fantástico: Primeiros Passos"" surge como um recomeço honesto e simpático buscando se reconectar com as origens dos quadrinhos com um toque de irreverência e uma estética linda!
A Marvel parece ter aprendido que nem todo filme precisa de duas horas e meia para contar sua história, e assim como no recente Superman, temos uma duração mais curta e um ritmo… more",211 likes
Hector Navarro,★★★★★,21 Jul 2025,"64 years later, and Jack Kirby is still taking us to school. The style works, the stakes work, the characters work, the villains work, the family aspect works, the cute little robot works, really the only thing we're left wondering is if these heroes are going to meet any other Marvel characters in the future. I hope so, because I wanna see She-Hulk take over for Ben for a while.",204 likes
Joe Bro,★★★,25 Jul 2025,"“What time is it?”
”It’s dinner time.”
Wow those family dynamics are good. They’re sooooooooo damn good, natural, fun, and believable. Sue is the best / the standout. Reed is probably Pascal’s best performance somehow. Ben is fun. Joseph Quinn as Johnny is present as well. I did not care for him. 
Outside of the core cast and a really cool Silver Surfer…meh? It’s absolutely missing like 15-20 essential minutes. It straight up just doesn’t feel complete, suffers even more… more",213 likes
vittor,★★★★★,25 Jul 2025,"— we will face this together. we will fight it together... as a family.

the fantastic four: first steps superou todas as minhas expectativas. visual impecável, cenas tensas, trilha sonora foda e um elenco incrível. fiquei encantado com a estética e com o jeito que tudo foi conduzido.
tem ação, emoção, piadas boas e cenas que realmente empolgam. o ritmo é bom e não tem enrolação. em vários momentos fiquei preso, tenso, e emocionado. dá pra sentir que teve muito… more",219 likes
👽 Zara 👽,★★★★★,24 Jul 2025,GUYS IM SORRY THE CAPESHIT GOT TO ME I LOVE THE FANTASTIC FOUR I LOVE GOOD SUPERHERO MOVIES !!!!!!,216 likes
Noah Duzent,★★★★★,23 Jul 2025,"Would have been five stars for The Thing's sweaters alone. Casting Ralph Ineson- a man who looks and sounds like he could eat a planet- as Galactus is perhaps the coolest thing Marvel has ever done.
Imagine doubting the guy who directed It's Always Sunny's ""The Gang Solves the Gas Crisis."" Just IMAGINE.",204 likes
GoldMound,★★★½,30 Jul 2025,"4 Reasons Why The Fantastic Four: First Steps Is Fantastic
1. Best Johnny Storm Ever – Joseph Quinn absolutely nails the charm and fiery attitude.

2. Stunning Silver Surfer – Julia Garner (yes, from Ozark) delivers a mesmerizing, emotional performance.

3. Gorgeous futuristic Retro Vibes – The 1960s-inspired world looks incredible on screen.

4. Heartfelt Family Story – At its core, it’s about love, sacrifice, and sticking together.


🔥 Marvel’s First Family is finally done right!",127 likes
CinemaCollect,★★★½,23 Jul 2025,"Choose your fighter: CGI Squid Game baby or CGI Fantastic Four baby
Full Review
2025 Movie Ranking",206 likes
haley,★★★★½,25 Jul 2025,thank you marvel for finally giving us the fantastic four film that we deserved. don't fuck it up in the future.,207 likes
MovieFella,★★★★★,24 Jul 2025,"This movie looks Fire, but there's The Thin, and it may be a bit of a Stretch, so don't Sue me over this. It looks Fant4stic",211 likes
JOMPATRON,★,28 Jul 2025,"What a waste of potential. I bet there’s a better cut of this movie somewhere. Cause the trailer was a lot better than the movie itself. 

wtf happened. I had so high hopes. I guess marvel is truly dead for me. So dissatisfied.

The visuals and the aesthetics were fire tho. 
It’s the story I complain about. 
I miss the old days.",112 likes
SiddhantAdlakha,★★★★,22 Jul 2025,"It’s been ages since a Marvel movie has succeeded like The Fantastic Four: First Steps, a delightful throwback adventure nestling a family soap opera. In many ways, no entry in the MCU has felt as detailed or inspired, let alone shown as much adoration for Stan Lee and Jack Kirby's comic book source material. You know what they say: the thirty-seventh time's the charm.
Set in a separate universe from its more grounded peers — the original Iron Man all… more",205 likes
Redwyne00,★★★★,23 Jul 2025,"I don't blame you Johnny, Shalla-Bal is finee",206 likes
Paul,★★★,23 Jul 2025,"Fantastic Four: First Steps, as the start of the third iteration of the iconic family released in the last 25 years, has much to prove. It assembles a good cast with great chemistry, looks extremely colorful, and feels eager to please. Unfortunately, decent cinematography and acting aside, I was disappointed by how it’s written. Each main character is thinly written as the archetype you remember them as from something else, or seems included to fill space. The editing feels consistently… more",200 likes
joana,★★★★,23 Jul 2025,"could one woman be mother to the entire world??? it sounds impossible. illogical, even. but that’s only because it had never been done before. UNTIL VANESSA KIRBY AS SUE STORM !!!!! I NEED A WORD STRONGER THAN MOTHER !!!!!",202 likes
Sam,★★★½,24 Jul 2025,"The fantastic four's first steps was a pleasant surprise from a film I didn't have much hope for but delivers a visually interesting Marvel film, luckily devoid of serious moments ruining humor and a fun main cast. The film skips any sort of hero introduction and jumps into a plot following the fantastic four and their attempt to thwart Galactus, who plans to steal Sue's child. It's not an amazing plot by any chance, but what carries the film is… more",199 likes
Aidyn,★★★,29 Jul 2025,"Honestly hated the name Franklin D. Roosevelt until he got powers and then it grew on me. 
Also, This movie felt way too incomplete. Silver Surfer however…",115 likes
Jesse,★★★★,25 Jul 2025,Baby Franklin Richards and Baby Renesmee go to the same daycare. Sometimes the American Sniper baby stops by.,201 likes
Luk3w3bb,★★★★,22 Jul 2025,I low key can relate to Galactus.,197 likes
Comicbookfan,★★★★,24 Jul 2025,"Haven't felt this way about a superhero film for a while, I liked thunderbolts but this was just pure escapism. Focused, not really interested in connecting to other franchises or characters, the film os completely focused on the fantastic four and the chemistry between all four and how perfect they were brought to life by the actors was fun and perfect. The story two was fast paced, full of heart and good vibes and was showing the fascination of science.… more",200 likes
Kylo,★★★½,26 Jul 2025,It was fine. But will it turn an entire generation gay like Chris Evans burning his clothes off?,204 likes
Paul,★★★,27 Jul 2025,"Unfortunately, this film remains as shallowly written as it was to me the first time I saw it. By no means the worst movie of the year or the MCU. Just a promising project cut to pieces in the editing room, where it lost most of its personality. The birth scene is still fantastic, as are the performances and score.",168 likes
Alfie Whiteman,★,27 Jul 2025,"Unfortunately very disappointing. 
Most of it felt like I was watching a feature length trailer, with the amount of montages, slow mo & flash backs. Any scene which could have helped add depth to the characters and make the audience connect was either way too short, lacked meaningful dialogue or had a bad joke to which no one in the cinema reacted to. 
When I saw the trailer I really liked the future retro, Pan Am aesthetic but It felt overdone and too glossy during the actual film. 
I love Fantastic 4 & really wished this had made me feel something more :(",164 likes
shauna shipman’s flannel,★★★★★,25 Jul 2025,Fourth time’s the charm. 💙,202 likes
𝐊𝐚𝐳,★★★★,28 Jul 2025,"La verdad, Sue tiene una paciencia que yo jamás tendría. Si me vienen a manifestar frente a mi casa para exigirme que entregue a mi bebé, me doy media vuelta y que la Tierra se arregle sola. ¡Ni loca, y menos si es un bebé con Pedrito! Que vean ellos cómo resuelven su apocalipsis.
Y encima, después de todas la veces que los 4 los salvaron… ¿y así les pagan? Ugh, qué bronca.
La película está buenísima, muy bien hecha, mucho mejor que el desastre de 2015. La del 2005 me sigue encantando por nostalgia, pero esta definitivamente entra en el top 2.",103 likes
Discovery_17,★★★★,24 Jul 2025,"Well that was easily the best Fantastic Four movie
Our core quartette were all fantastic and excellently acted by their respective actors, Pedro was fabulous, Venessa was outstanding, Joseph was amazing and Ebon was incredible.
Galactus was intimating as hell, and Julia Garner was radiant as the Silver Surfer/Shalla-Bal. The rest of the extended cast was great and seeing the cast members from the unreleased Fantastic Four movie was great.
The story was interesting and I found myself extremely invested,… more",198 likes
chiara,★★★★,23 Jul 2025,theater was full. everyone gasped at the post credits scene. i’m happy.,191 likes
👾Dylan👾,★★★★,23 Jul 2025,idk who Herald is..but I'm gonna need more of the Silver Server please <3,195 likes
TheMovieMob,★★★½,25 Jul 2025,"✅ 3.6 / 5 ✅ — The Fantastic Four: First Steps is a stylish, heartfelt reboot that skips the origin story and mostly sticks the landing.
The Fantastic Four: First Steps brings a fresh twist to the Marvel Universe with its retro alternate-universe vibe. The visual style gives it a distinct identity, even if much of the story still follows the familiar Marvel formula—which, to be fair, still works. What really shines is the team dynamic: their banter feels effortless,… more",202 likes
carina ☆,★★★★½,24 Jul 2025,"Wait, I thought Galactus was a cloud…??? 
I might be biased because I have the biggest soft spot for superhero and comic book movies. So if you’d like a more objective idea of how good this film actually is, maybe just remove a star or so from my rating. It might sound silly, but these films have been there for me when it felt like no one else was. They capture me so easily, when I can feel they were… more",191 likes
alejandroxpadi,★★,23 Jul 2025,"There’s a scene in this movie where Reed Richards, who is supposed to be the smartest man on earth, takes his pregnant wife to space and it’s not even the dumbest decision he makes the whole movie",193 likes
Filmento,★★★★,25 Jul 2025,"As goofy as this movie might first seem, it uses emotion very well. All the emotion is born directly from characters and their personal needs, from topics where they can't compromise.
That's the best kind of emotion, conflict, drama. Raw and powerful.",197 likes
Cobrainwater ✄,★,24 Jul 2025,"A highly uninteresting adventure of four selfish, wealthy dickheads that absolutely don't care about people below them cuz they chose their own comfort over them, but the struggling people believe in their heroism after one speech. Got it. Keep up with the propaganda, marvel.
Not only those are just disgusting fucking morals, but we are also supposed to care about them? What's the heroism behind their actions? Dull, unfunny, dumb film. Y'all are fucking in your eyes with the 3.8… more",184 likes
MarMar,★★★★,23 Jul 2025,It may not be perfect but damn did it move me from heaven and earth. It made me finally fall in love with these characters and I couldn't be happier about that.,184 likes
Ashlee Pradella,★★★★,22 Jul 2025,"Fantastic Four: First Steps is a vibrant, emotionally grounded triumph that finally does Marvel’s First Family justice. The chemistry between the leads is effortless, with each one PERFECTLY cast, but Vanessa Kirby shines brightest in a cast full of standouts.
Visually, it’s the most stunning MCU film yet. The retro-futuristic ’60s aesthetic gives it a distinct tone, full of bold color and imaginative design, like a live-action Jetsons.
Free from multiverse clutter, the film focuses on character and heart. It feels like its own world, and that’s exactly what makes it so fantastic.",183 likes
Blake's Takes,★★★★,27 Jul 2025,"I WILL NOT BE QUIET ABOUT MY LOVE FOR THIS MOVIE! Marvel and DC fans are eating, let us all rejoice and be happy.",148 likes
Roséanne Park,★★★★,23 Jul 2025,"Fantastic Four: First Steps is quite bold in its departure from other typical MCU films. With its retro-futuristic 60s-inspired style, the film emphasizes the warmth of family and emotional relationships between characters rather than the conflicts multiverse, bolstered by the strong and natural chemistry of the four main characters.
The classic-style visuals and musical score also contribute to the film's striking appeal. They are empathetic and formidable. However, Galactus's role as an intimidating villain is somewhat underexplored, leaving him largely a mere filler.
Nevertheless, this is a refreshing reboot suitable for audiences seeking a deep, emotional story, not just action.",204 likes
ioveprofusion,★★★★½,28 Jul 2025,This is ✨️fantastic✨️ indeed.,104 likes
Gerardo Fabre,★★★,26 Jul 2025,"I really liked the retro-futuristic approach that makes a lot of sense from the comic it comes from. The cast is powerful, each character brings their own distinct personality and affinities. Ralph Ineson, despite not actually acting, provides the raspiest voice in the industry, giving Galactus an even more perverse touch. I liked the detail of making Ben Grimm his most retro and friendly version possible. Silver Surfer appears rarely, but the detail of making him different from what we're… more",154 likes
eerie,★★★★★,26 Jul 2025,"They said Fantastic Four, I heard Fantastic Core because it hit me right in mine. Everything was straight fire. It stretched my expectations, and suddenly all of my problems just disappeared. I felt so many things watching this… but mostly awe.
If loving this family is wrong, then DOOM me forever!!",193 likes
nick,★★★★½,23 Jul 2025,"kind of fitting that fourth time was the charm! unashamed to be a comic book movie this is full of joy, bright colours, a great family dynamic and beautiful visuals. the cast's chemistry is perfect, they all compliment each other's performances and the characters all have their separate moments together and for themselves to shine. michael giacchino's score is, as per usual, incredible and there's some kinda jaw droppingly beautiful scenes here involving wormholes. loved reed and sue's relationship and… more",184 likes
Deily,★★★,23 Jul 2025,"Fully conscious cgi baby: The movie
If it weren’t for the retro-futuristic aesthetic, this would feel like a pretty generic superhero movie. While it works as an introduction to the Fantastic Four, it honestly felt more like they wanted to introduce the baby who clearly has a big role coming up. Also, my theater accidentally started playing Superman at first… and honestly? Maybe they should’ve let it run.
It was pretty much exactly what I expected but deep down I… more",178 likes
Pablo Honey ✨ ₊˚ ☾. ⋅ 💫🌌,★★★★½,23 Jul 2025,"As a huge fan of Marvel Comics and especially the Fantastic Four, a team i've loved since i was a kid, i have to say that my expectations for this film were low due to the rumors and the director's and casting's disjointed statements during the promotions. Having waited years for this film, i felt frustrated, imagining that they had misrepresented my favorite heroic family, but now what i have to say is:
I don't understand why IN HEEEEELL they… more",182 likes
Samhain,★★★★,29 Jul 2025,Really impressive that the hollowed-out streets of New York are sturdy enough to hold up *checks notes* a giant alien capable of devouring entire planets.,110 likes
Richard Lawson,★★,26 Jul 2025,"A sequel to a movie that never existed. I don’t know these people, they are strangers to me, I don’t care about their business. God bless the tailor who cut Joseph Quinn’s clothes, but those perfectly capped sleeves and cinched butts are the only things in the movie that have a sense of true purpose. It’s shocking that after all of Marvel’s tumult they still confidently released a movie that is just a Superhero Movie with so little particular identity. Boring, bland, weightless. Johnny Storm’s lil’ cropped tees notwithstanding.",159 likes
GPetch,★★★½,25 Jul 2025,"Another winner for the MCU, with a fun classic comics feel, good set pieces, plenty of humor, relatable characters, a trippy pair of villains, and a bit of heart. Matt Shakman brings his keen eye for 1960s kitch over from WandaVision, and the resulting old-fashioned look of the production is a joy, and a refreshing change from the samey visual style of other Marvel films. 
The script smartly stays focused largely on Sue Storm and Reed Richards and the tug-of-war… more",157 likes
thatbohogirl,★★★½,26 Jul 2025,"""I'm not giving up..we will face this together, we will fight it together...as a family""
I think it's safe to say that in comparison to the recent marvel movies, this one takes a step back and brings back the simpler early marvel days vibe. there's a really nice charm and style, almost jetsons-esque, as this is set in the 1960s, it's definitely helped by it's really strong lead cast - reed richards/mr fantastic (pascal), sue storm/invisible woman (kirby), johnny storm/human… more",182 likes
yuri,★★★,23 Jul 2025,"It’s entertaining, a solid popcorn movie that kept me engaged throughout its runtime. Precise in reintroducing known characters and tightly constructed. The MCU has learnt to make movies that are enough by themselves again. However, it’s noticeable that, for a pivotal movie, Fantastic Four: First Steps is disappointingly safe. 
Even though Thunderbolts* and Superman don’t stick the landing as neatly as they could have, at least we can appreciate their ambition at trying to bring something more “sophisticated” that makes the audience chewing… more",180 likes
kez,★★★★,23 Jul 2025,"sue storm’s face card never declines, no matter the circumstances. from saving lives, giving birth in space, to fighting galactus and even in—",180 likes
Raiders of the Lost Podcast,★★★½,27 Jul 2025,"Although it showcased a significant change in style compared the any other Marvel film, Fantastic Four lacked narrative weight and real stakes (a baby isn’t dying in a Marvel movie).
All of the ingredients were there, but the film speeds along at an overwhelming pace, not giving scenes a chance breathe or develop suspense. Epic sequences like space travel and intense character reveals last mere seconds until it’s onto the next scene. I never felt like I could connect to… more",139 likes
silos1 aka Francesco,★★★½,23 Jul 2025,"MCU Ranked
ritmo particolare 🤔
along with Thunderbolts definitely another good movie 🥹
i had a bit of trouble following the flow of time within the story, but it remains more than sufficient 🫡",179 likes
⋆ ˚｡⋆୨୧˚ mak ˚୨୧⋆｡˚ ⋆,★★★★,24 Jul 2025,marvel’s first family and dc’s first superhero having back to back bangers in the same month. i used to pray for times like this,179 likes
André Grochovski,★★★★,26 Jul 2025,"After Superman, I said ""the MCU is dead"". Thankfully, this isn’t quite the MCU as we know it, and that’s a good thing. The ’60s aesthetic and the nods to the Jack Kirby/Stan Lee era are delightful and make me want to explore this corner of the universe further. We’ll see how it plays in the main continuity, but I’m confident putting the Fantastic Four out front is the right call. It doesn’t hit Superman’s highs for me, but it’s still pretty good.",141 likes
Movie Media,★★★½,25 Jul 2025,"Matt Shakman proves, once again, that he’s one of the best working directors on Marvels roster.
Fantastic Four First Steps is Marvels first TRULY standalone film in years, propelled by a family oriented story over a sole group of hero’s on a universe separate from the main MCU timeline.
While comedy may be on the back burner here, the seriousness and tone on display, effectively set the stakes and help drive the emotional beats further than many Marvel projects have… more",183 likes
✨️ Pedro ✨️,★★★★,25 Jul 2025,"""It's clobbering time!""
Buenísima película, una gran adaptación de éstos personajes.
""The Fantastic Four: First Steps"" es la mejor película de los 4 Fantásticos (algo que tampoco era muy difícil de lograr), consiguiendo una identidad propia y presentando a ésta icónica familia de una manera muy buena, hasta dejándonos con ganas de ver más sobre el futuro de ellos y del UCM en general.
Sinopsis: Con el vibrante telón de fondo de un mundo retrofuturista inspirado en la década de… more",174 likes
