user_name,rating_star,date,comment,comment_likes
Thiago Guimarães,★★★★,27 Jul 2025,"gosto de como o sol é uma figura presente em todo o filme. no clímax no topo de um prédio a cena é marcada por uma constante luz solar estourando atrás dos personagens. o sol tá ali o tempo todo e quando não está sua ausência é muito sentida. superman de james gunn é um filme solar num momento de profunda desolação no mundo que existe fora da ficção, mas que sabe dar peso onde o peso precisa ser sentido.… more",314 likes
claira curtis,★★★½,10 Jul 2025,Pardon my french but I think Superman was kind of fucking awesome. A lot here that I was super duper on board with but the part about this that I think deserves the most praise is Edi Gathegi. He absolutely shines here in a way that is both so uniquely delightful and a subtle sort of justice for how underutilized he was in X-Men First Class. Dude has always been an absolute star but I think he really gets to… more,472 likes
Regelegorila,★★★,08 Jul 2025,"Y'a que les anti-woke qui n'aiment pas ce film, c'est fou quand même 👀 (cliquez ici pour la critique).",464 likes
Mauricio Velazco,★★★★½,13 Jul 2025,"Yes dude, yes
What a fucking movie. God, it made me tear up like 3 times. Love is so peak. Kindness is so peak.",479 likes
HelenHant,★★★★,17 Jul 2025,"“Thanks to Krypto, interest in dog adoption has increased by more than 500%.”
I couldn't find any information about adopting raccoons statistics, but, James Gunn definitely has a tremendous amount of talent for giving animals charming personalities. And for that matter, maybe DC has somebody a super cat in their comics so that all the animals can find a family.
Damn, it seems, of this movie I've become kinder.",356 likes
Luide Matos,★★★,22 Jul 2025,"Outro dia, no rancho, confessei aos meus amigos que quanto mais envelheço, mais a memória do meu pai se torna algo distante e consequentemente difícil de lembrar de bons momentos com ele.
Estive ao seu lado menos de 1/3 de minha vida e em breve serei mais velho do que ele jamais foi. É impossível não pensar que logo também serei uma memória pra minha filha, mas prefiro pensar que mesmo em vida, posso também me tornar uma ""memória viva"",… more",356 likes
🌼Maryem Ilyas🌼,★★★★★,11 Jul 2025,"Right now, I could die with peace in my heart because of this movie.
Feels like this is what I’ve wanted my whole life.",467 likes
Marco Risch,★★★★,12 Jul 2025,“Maybe being kind is the new punk rock.”,481 likes
brokebacker4ever,★★★★★,17 Jul 2025,We were the only ones in the theatre and the amount of times we stood up and yelled WOOOOOOOO with our hands up in celebration was something serious ! A straight up epic watch !!!! Free Palestine !!!!!!!,462 likes
Stringer Bell,★,09 Jul 2025,"Bradley Cooper jumpscare.
Movie is absolute ass.
I'm sorry.
Snoozerman.
This was corny as fuck.
Thinks it's too clever. (It's dumb as nails)
Thinks it's funny. (not a single chuckle by anyone in the crowd in 2 hours in my screening)
Thinks it has heart. (It's all a gimmick)
Shallow all around.
You guys can't be for real with the positive reviews lol.
How many times will you guys just accept watching the same movie over and over?
This was… more",412 likes
Valeska G. Silva,★★★,13 Jul 2025,"A ficção que ainda acredita
Um cinema do sonho, não como alienação, mas como necessidade humana. O Superman de James Gunn é uma figura idealista, mas não cega; ética, mas nunca moralista. Um homem bom em tempos cínicos, e isso, paradoxalmente, é mais radical hoje do que qualquer niilismo estilizado. Aqui, a bondade é também complexa. E, o mais notável: não foi preciso destruir o mito para torná-lo crível.
Em outras palavras, a promessa de um gênero que nunca deveria… more",443 likes
Paul,★★★★★,07 Jul 2025,"As a longtime fan of James Gunn’s work within the world of comic book adaptations, I've been excited for this movie. I tried to go into it as openly as possible, despite the already high bar it had to clear. I was blown away by Superman (pun intended). It’s highly entertaining all the way through with so many great action sequences. The cinematography is impressive, with the camera dynamically moving with every new emotion the film cycles through. Superman is incredible due to its stellar acting, wonderous cinematography, and sprawling storytelling. I can’t wait to see it again.
Read the rest of this review here!",447 likes
Ella Kemp,★★★½,13 Jul 2025,"Lots going on, some I vibe with (straightforward romance, nice flying, good dog) other parts less (a movie about taking care of people has got to take better, deeper care of whole civilisations that aren’t in the US) but it’s so funny to me that Lex Luthor’s whole thing is I don’t like that he’s bigger than me",447 likes
joe,★★★★★,10 Jul 2025,,439 likes
moviemattk ✌🏻,★★★★,12 Jul 2025,"Screw it, give James Gunn the keys to all the struggling major franchises! He’s got the sauce for making a big blockbuster with enough heart and humor to win over even the most pretentious Letterboxd users. 
Full review..",437 likes
LeSchroeck,★★★½,08 Jul 2025,"Superman lives. But he doesn't shine. Feels like a compilation movie of Kryptonians of the Galaxy: the most expensive DC series ever that was never shown. Lots of storylines, lots of good themes, lots of incompletion. Plus lots of James Gunn gimmicks that slowly wear off, a likeable chemistry between Corensweet and Bossnahan, a suitably played, unfinished Lex Luthor, a lot of reliance on CGI, lots of songs, colours, characters, lots of comic exuberance, even in inappropriate places, lots of… more",426 likes
AbandonChimp,★★★★,12 Jul 2025,"Mister Terrific: What if Bernie Mac, but superhero?",437 likes
The Oscar Expert,★★★,21 Jul 2025,"James Gunn really wants us to know who the heroes and villains of our world are. I can’t disagree that this needs to be spelled out for people in unsubtle terms, or with the choice to deliver this message in a big good vs evil blockbuster package.
While the politics don’t get too deep or fleshed out, I don’t think it should be downplayed that Superman saves a middle eastern country from a Western-style military invasion in a major superhero… more",330 likes
Justin Decloux,★★★★,11 Jul 2025,"The wildest thing about James Gunn’s Superman is that it throws you into the deep end.
The film begins with Superman bloody and beaten, barely breathing, brutally smashed into a frozen landscape. Where any other movie would follow that up with, “You’re probably wondering how I got here…” Gunn’s script heroically never does. Instead, the narrative stubbornly keeps moving forward, assuming you can play catch-up, because we’ve all lived in a world seeped in big-screen superheroes for decades, and the… more",432 likes
ram<3,★★★★★,12 Jul 2025,what a dog dad does for his dog,441 likes
Jake Cole,★★★★,07 Jul 2025,"""At his best, Superman strikes a balance between the ridiculous and sublime. He’s the second-most prominent repository of DC’s loopiest sci-fi ideas after the Green Lantern Corps, but he remains the purest representation of what a superhero is meant to embody. For all the attempts over the years with the character himself or thinly veiled copies to imagine a version of Clark Kent that breaks bad, it’s never been Superman’s godlike power that’s been aspirational or awe-inducing but the ease… more",417 likes
Benjigotfried,★★★★½,08 Jul 2025,"JAMES GUNN REALLY MIGHT JUST BE THE KING OF COMIC BOOK MOVIES!!!!
IN THEATERS EVERYWHERE IN IMAX THIS FRIDAY ON JULY 11TH!!!
Superman Full Review!
Superman Ranked
James Gunn Ranked
CBM Ranked
2025 Ranked 
2020s Ranked
The 2025 Benji Gotfried Awards ",420 likes
Andy nick,★★★★★,12 Jul 2025,"Nicholas Hoult May be a evil bald bitch but he's still hot as fuck😭
Alr, this was something special to be hold
i’ve always said I like Batman the most, I wanna come to the Superman movie. I feel like a warmth and a safety watching these movies it’s gonna have some small depressing drama, but it’s gonna be OK
I like the feeling this had it’s reminiscent to the old Christopher Reeve movies it took the series story the… more",411 likes
peskypaul,★★★★,11 Jul 2025,"❤️‍🔥79%
🔙BvS: Ultimate Edition🔙 
🔜ZS Justice League🔜 
So let’s get one thing out the way; it’s amazing to be sat with a full crowd for an opening Friday night Superman showing, that will be a memory that sticks with me for a long time, yes even the clapping seal.. legit this super fan clapped every 2 minutes. 
It’s always interesting to see the reactions first hand, and the general consensus I got was that people loved this; such a wide… more",406 likes
Jessica Wessica,★★★★,10 Jul 2025,,410 likes
JackFolla,★★★★,09 Jul 2025,"It's a pure entertainment film with all the inherent strengths and weaknesses (over-the-top but spectacular, packed with characters and situations but entertaining from start to finish).
It bears the powerful imprint of its talented director, after dozens of soulless superheroes films in the last decade.
It has a very direct and at times childish moral, but perhaps so necessary in this cynical, shitty world.
Maybe superheroes on screen still have something to say.
P.S. Nicholas Hoult, how talented are you.",407 likes
brokebacker4ever,★★★★★,18 Jul 2025,He's so handsome and charming and sexy it makes me feel super nauseous and dizzy like i physically gagged every time he looked TOO hot !,413 likes
Sergio Muñoz Esquer,★★★,10 Jul 2025,,381 likes
Miguel Araiza,★★★½,08 Jul 2025,"Está bien.
James Gunn hace un esfuerzo ambicioso por traer el espíritu y estética de cómics clásicos del personaje a live-action. Aunque el intento es admirable y hay elementos que funcionan muy bien, la ejecución es inconsistente.
Lo positivo:
Captura la esencia de Superman a la perfección. Gunn tiene un entendimiento profundo del personaje y se nota. La química entre David Corenswet y Rachel Brosnahan es extraordinaria; su dinámica como Clark Kent y Lois Lane es uno de los puntos… more",395 likes
theo,★★★★,10 Jul 2025,the voice change had me gagged,404 likes
Shuvon,★★★★½,11 Jul 2025,"Superman is a symbol of hope, a character who inspires to be a good in this universe, and the story is structured that way!!
A great combination of colourful, fun, and light action because James Gunn directed perfectly and also his all actors tried to played realistically!
A super-breath of fresh air — for DC Comics.",396 likes
A76,★★★★,11 Jul 2025,"""Look up.""

Not just a phrase — but a mission statement. From its very first scenes, Superman invites you to believe again, to hope again, and to remember what a true hero looks like.
This was one of my most anticipated films of the year — and I really enjoyed it; it was a great experience from start to finish.
It’s quite messy at times, but at the same time, it is so earnest.
David Corenswet fully embodies Superman —… more",404 likes
JayShmoney,★★★½,15 Jul 2025,Superman ‘78 is still undefeated but this is a good fun start to our new DC Universe. Might be one of the most well casted movies I can think of. Nicholas Hoult is the 2nd greatest Lex Luthor behind Michael Rosenbaum. Rachel Brosnahan is Margot Kidder reincarnated. And David Corenswet is the best Superman since the king himself Christopher Reeve. Thank god we are done with the aura farming emotionless Zack Snyder/Henry Cavill bullshit. Every single person from the supporting… more,396 likes
Rafi,★★★★½,13 Jul 2025,"Oh man, I loved this. Crafted beautifully by layering in more emotion and color at every turn. Nicholas Hoult was phenomenal as Lex Luthor, stole every scene he was in. DC's finally rising again for sure",386 likes
irathethird,★★★★,11 Jul 2025,Why you gagging… you know James Gunn been giving it to you since Scooby-Doo!!!,390 likes
Sergioab,★★★★,07 Jul 2025,"Lo que Superman siempre debió significar. 🦸🏻‍♂️
Una gran película de héroes que no se enfoca en en el poder impecable de un ser perfecto e invencible, si no más bien en hablarnos de la parte más vulnerable que hay en todos nosotros la cuál es la que realmente nos vuelve fuertes, empáticos y humanos.
Ya hacía falta una que realmente tenga la esencia de cómics con una trama sencilla pero llena de corazón en el desarrollo de sus personajes… more",376 likes
JBird,★★★½,10 Jul 2025,"Many look to the sky for a sign, 
And see Man of Steel as a shrine.
Ready for flight,
The real Kryptonite,
Is still always the monkeys online.",386 likes
jeaba,★★★★,11 Jul 2025,i cannot fathom how david corenswet has seemingly remained so humble in all of his interviews where he’s talking about getting the superman role. he’s always like “yeah i didn’t even think i’d get it.” bitch… if that’s not superman then who is????? i truly believe that he was born for this role. just incredible. and of course i also loved nicholas hoult as dan hentschel as lex luthor.,381 likes
joe,★★★★★,11 Jul 2025,"“you brought that dog man?” 😭 mr. terrific was so fed up with krypto im in tears 
“hey buddy, eyes up here!” 
david corenswet‘s superman is embodiment of kindess, humanity and strength. exactly what the character should be. I couldn’t be more excited for what’s to come within the new dc universe with supergirl clayface etc. clois I love you so.",382 likes
cob,★★★★★,12 Jul 2025,"“would you like to see the footage of your parents? he finds it soothing.”
☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️",385 likes
DaviMaiaᵈˢ🟠🟢🔵,★★★★,28 Jul 2025,"Superman chega aos cinemas não como um mero reboot, mas como a bandeira que marca o início audacioso do novo Universo Cinematográfico DC comandado por James Gunn e Peter Safran. Só que não é bem um filme que reconta as origens do último filho de Krypton em flashbacks prolongados, simplificando a origem clássica do herói que rapidamente estabelece a presença do alienígena na Terra e a existência de meta-humanos nesse novo universo - compostos por Guy Gardner, Mulher-Gavião e Sr.… more",156 likes
i_z,★★★½,12 Jul 2025,"I enjoyed this. Now that Hollywood doesn't make comedies anymore it's nice to hear a theater full of people laugh at stuff that's actually funny. I also think James Gunn's particular brand of woke — where you can be explicitly against US-backed aggressor states shooting defenseless brown children, but everyone in a movie has to be hot — feels like a tenable middle ground as America works out its issues.",376 likes
Ashlee Pradella,★★★★½,08 Jul 2025,"The most fun I’ve EVER had with Superman. James Gunn fully embraces the cosmic weirdness of both the character and his world, resulting in a vibrant, energetic film bursting with comic-book charm.
It’s cheesy, hopeful, and bold, everything Superman should be. The story is chaotic and a bit bloated at times, but the heart remains strong. Superman’s humanity shines through, the chemistry with Lois is electric, and the supporting cast is excellent.
A big win for Gunn and a very hopeful start to the new DCU.",365 likes
Matheus Fiore,★★½,09 Jul 2025,"""Vi o Superman na quarta-feira mas fiz questão de separar dois dias pra pensar mais sobre o filme vez ou outra. Saí da sessão com um sentimento positivo, mas com algumas questões que precisava rever na minha cabeça. Me parecia um filme mais bem sucedido em questões mercadológicas do que artísticas, e esse texto é um pouco reflexo desse dilema. Eu acho que Superman tem muitos méritos. É um filme que apresenta um novo caminho para o gênero, que introduz… more",356 likes
A,★★★½,11 Jul 2025,"My first experience with Superman films was quite enjoyable, even though I didn’t have a single clue about Superman, but I genuinely enjoyed my time watching it and found myself hooked instantly.
2025 Ranked",376 likes
corey👻,★★★★,10 Jul 2025,hi isabela merced’s mace i’m free any day of the week,365 likes
pd187,★★½,13 Jul 2025,the slavic president shouldve been lloyd kaufman,369 likes
Philbert Dy,★★★★,09 Jul 2025,"So much of film is dedicated to sequences of Superman saving people. Or saving a dog. Or saving a random squirrel from being squished. He argues with other superheroes about maybe trying not to hurt the giant monster that is threatening metropolis. Maybe they can put it somewhere where it won't be able to hurt others, and they'll be able to study it. It is as though James Gunn heard that contingent of people who say that Superman is boring… more",360 likes
Robbie Cooper,★★★★★,10 Jul 2025,"Cause I'm a punkrocker, yes I am
Not since Spider-Man 2 have I come out of a screening thinking that the movie's existence has helped make the world a better place.
Superman is a hard character to crack. His supposedly undefeatable status can attract opposing opinions. On the one hand, it's fun to see a character with that much power use his abilities for the betterment of mankind. On the other hand, it can also get rather samey watching this… more",367 likes
shookone,★★,10 Jul 2025,"apparently James Gunn was forced to grow up. or in more technocratic terms: he was forced to tone down his shenanigans. his version of Superman seems to have lost a lot of weight, and it's not fat that's gone, but rather the meat.
you can easily see that there was a much larger cow to milk here (a clear hint is the newspaper group that is huge and seems to have a backstory that's never dived into - what a… more",357 likes
𝐳𝐞𝐡𝐫𝐚𓆩♡𓆪,★★★★★,30 Jul 2025,"i got lex luthor in a “which superman character are you based on your birth month” post. first of all, rude. but like, the slay was never going to come from clark anyway. everything in my life makes sense now",196 likes
alor,★★★★★,23 Jul 2025,Aged like fine wine since the last time i watched it (5 days ago),286 likes
Lucasdorefugio,★★★★,10 Jul 2025,"Ironicamente, o diretor TIAGO ARMA, fez um filme anti guerra, colorido, sem medo de ser ridículo, cheio de afeto, alma e principalmente UM FILME DE HERÓI. Bom demais isso aqui.",351 likes
Finn,★★★★½,11 Jul 2025,"I love a Superman who CARES!!!
Trying to find the words in my head! 
I thought it was great!
Diving deeper into Gunn’s new world I thought it was a brilliant start, everyone was fantastic! Nicholas Hoult was by far my favourite throughout he HATED Superman like it’s generational hate watch at that point. I love how in your face they make Superman’s ideals be shown and there was some awesome scenes and moments throughout. The score was fantastic 
Think… more",350 likes
Marshall 🌞,★★★★,10 Jul 2025,"a saturday morning cartoon brought to life, at one point superman saves a cute lil squirrel and that's why this is the best superman movie.",353 likes
andy,★★★★,13 Jul 2025,"“I love you lois. I probably should have told you that a long time ago.”
superman surprised me. i have never really followed the story too closely, obviously know the generic tropes and stuff, but have never seen the originals and only vaguely seen some of the cavill/snyder stuff in passing. so i don’t really have much to compare it to, and to me cavill is superman because of that look and what i semi grew up on.
david corenswet shocked… more",348 likes
Arthur Tuoto,★★½,11 Jul 2025,"Lembra um pouco o último Guardiões em como equilibra a ação com um apelo emocional. E até existem bons momentos nessa linha, como a sequência no universo compacto ou na apresentação dos personagens.
Mas o problema é que tudo parece estar a serviço de uma eficiência absoluta em que nada pode durar mais do que o tempo ""ideal"".
E aí, o filme se mostra muito mais empenhado em criar um produto dinâmico e ultraeficiente que explora tudo de modo apressado… more",341 likes
Alyssa 𝜗᭪ ྀི,★★★★★,09 Jul 2025,"Holy shit, I have never cried tears of joy over a fucking superhero film. This absolutely lived up to the hype and exceeded my already very high expectations. David Corenswet deserves all the flowers, bro is literally Superman in real life! He is the perfect mix of infinite aura and charm paired with a beautiful set of kind eyes AKA the most Superman feature ever.
All the actors were in their A game but Nicholas Hoult went literal GOD-MODE as… more",333 likes
Fernando Gomes,★★★★★,08 Jul 2025,"Absolutamente tudo que um filme do Superman deveria ser. Absolutamente tudo que um filme de super-heróis deveria ser. Absolutamente tudo que um filme sobre histórias em quadrinho deveria ser. Uma experiência mágica que encapsula a nostalgia do Superman de Christopher Reeves e da série animada dos domingos de manhã com um otimismo inabalável. Sem vergonha nenhuma de ser o que realmente é, Superman é um triunfo pro personagem e pro recomeço da DC como um todo.
Primeira vez que vejo… more",331 likes
nikkikc98,★★★,15 Jul 2025,"This is not a movie I would typically watch but my life sucks rn and I was like “what the hell, sure, why not?”
And boy was I happy I did because this movie is just delightful 💓 shit had me smiling idk, it was very charming to me and idgaf about Superman but tonight I DID‼️
The plot is extremely relevant and satisfying in the way it unfolds, it’s very much giving Free Palestine 🇵🇸 ❤️ which is indeed a very fucking punk rock move",344 likes
Daniel,★★★★★,14 Jul 2025,"""You trust everyone and think everyone you've ever met is beautiful.""
""Maybe that's the real punk rock.""
After stopping the country of Boravia, an ally of the United States, from invading a neighboring nation and causing a genocide, Superman (David Corenswet) is under scrutiny from the government, other superheroes, the press, and even Lois Lane (Rachel Brosnahan). Meanwhile, billionaire Lex Luthor (Nicholas Hoult), whose company has a defense contract with Boravia, not only strives to discredit Superman in the eyes… more",337 likes
Thel,★★★½,13 Jul 2025,"girl idk
no room to breathe in this thing! simultaneously trying to kickstart audience interest in a mythos long-since out of fashion while also operating under the impression that everyone’s already up to speed and completely invested. would *love* to see the Corenswet/Brosnahan/Hoult dynamic built into a movie that actually has time for them but unfortunately i’ve gotta keep hearing about the Justice Gang. i’ve been hesitant about the dozen main characters in this all throughout its production, and yeah,… more",334 likes
joe,★★★★★,13 Jul 2025,,331 likes
Sammy,★★★★,10 Jul 2025,"I’m a Punkrocker, yes I am 🤘 
I think what holds this slightly back for me is James NOT #UnloadingTheGunn and showing restraint. Like bro, I love you for your distinct style as a director. Gimme more of that! Still a beautiful film regardless and the complaints of the visuals are insanity to me. They’re not the best but they’re not as bad as a lot of folks are exaggerating. James clearly took a swing and I appreciate him for… more",325 likes
Emily Bray,★★★★★,08 Jul 2025,A movie for those who love Superman. A movie for those who love the DC Universe. A movie for those who hope.,327 likes
Cartoonshi,★★★★,11 Jul 2025,An absolute mess. It fucking ROCKS.,327 likes
Benjigotfried,★★★★½,15 Jul 2025,"Nicholas Hoult’s Lex Luthor might just be one of the best villains in Comic Book History!!!
Superman Full Review!
Superman Movies Ranked
CBM Ranked
2025 Ranked 
2020s Ranked
The 2025 Benji Gotfried Awards ",324 likes
Andrew Jupin,★★★★,11 Jul 2025,"I saw someone refer to this as “shit for babies” and wowza, sorry nobody’s neck was broken or pedophiles were branded or whatever-the-hell edge lord garbage you hoped would be here, tough guy.
It’s not perfect, but nothing is. I feel sorry for those who couldn’t hang with this because I had a ball.",322 likes
Writing_Wrongs,★★★★★,08 Jul 2025,"This masterpiece inspired me to fly all the way home! THANK YOU SUPERMAN!
Update: I landed on a cactus",336 likes
Darren,★★,08 Jul 2025,"“Take me home.”
Unfortunately, Superman is Gunn’s worst theatrically released film - and, to be honest, maybe his worst major directorial effort at all - by a considerable margin.
Superman is a mess of a movie that seems like it’s been taken apart and stitched back together so often it’s lost in its own head. It feels like a film that began as something more interesting, and ended up being reconfigured several times over. There is a strange scent of panic… more",312 likes
Juan Guarnizo,★★★★½,10 Jul 2025,"Tiene todo lo que una película de Superman debería tener. Mi Superman favorito con diferencia, Luthor se roba cada escena en la que aparece. Los momentos musicales típicos de James Gunn me han gusto mucho.
No decepciona ni poquito y ya quiero volver a verla.
Btw no sé por qué maman tanto las post créditos si están bien pendejas.",316 likes
Samuel Kondracki,★★★★½,21 Jun 2025,"You won’t just believe a man can fly, you’ll see it with your own two eyes.
Hopeful, exhilarating, and completely unforgettable, James Gunn’s “Superman” delivers on just about every level imaginable, breathing life and handing respect firmly back to a character that could not be more deserving of its flowers, and giving fans every reason to assume with confidence that DC’s finest days have yet to come.",312 likes
Zach Pope,★★★★½,08 Jul 2025,"The defining film that we all need right now. A beautiful, poetic, & punk rock film that shapes not only the DCU but the future of what comic book films should be. Gunn goes all out delivering a story on what it means to be Human, David is truly the next Superman❤️
There’s so much to love 
And a few nit picks keep this from being the best Superman film yet for me personally but it’s an undeniable crowd pleaser
Bumped up my rating a bit… more I sit on it the more I like the film",308 likes
Dave Lee,★★★★½,30 Jun 2025,"Absolutely adored Superman. It leans into the comic book wackiness and the goofiness of the early screen portrayals. The cast is stellar. The bright, positive, hopeful hero I grew up with is back! Again, I believe a man can fly. A victory for James Gunn and the new DCU!",308 likes
Bryan Espitia,★★★★,10 Jul 2025,"Being a kind, caring person is the most punk rock thing you can do in this world. Beautifully corny and sincere. Superman saves a squirrel! I love it.",312 likes
TheMovieMob,★★★★,08 Jul 2025,"🔥 4 / 5 🔥 — James Gunn’s Superman is a heartfelt, witty, and refreshingly fun reboot that breathes new life into the Man of Steel.
James Gunn proves once again that he understands comic book storytelling like few others. Superman channels the heart, charm, and bright optimism of the Christopher Reeve era without tipping into camp or corniness. Gunn’s signature touch is felt throughout—especially in the way he uses a few quirky C-list characters to bring levity and rhythm… more",309 likes
scorcaesar,★★★,14 Jul 2025,"other than being a little overstuffed and some goopy-looking cgi, this was a lot of fun. i don’t know anything about superman, yet david corenswet seems like a perfect fit. maybe i’m making shit up, but having him be more of a goofball instead of some cold, all-seeing god feels more accurate for a guy who hides his identity with a pair of glasses. nicholas hoult is also great as a bald hater, though honestly, getting a hair transplant has… more",311 likes
Benjigotfried,★★★★½,12 Jul 2025,"Sorry Ned Leeds fans, but Jimmy Olsen is the new CEO of Sex.
Superman Full Review!
Superman Ranked
James Gunn Ranked
CBM Ranked
2025 Ranked 
2020s Ranked
The 2025 Benji Gotfried Awards ",311 likes
JoshuaCaine,★★★★,10 Jul 2025,"When I was a kid, I always looked up to Superman as the ultimate hero. I mean, if you ever wanted to be a superhero, it was always Superman. I grew up watching the 1940s cartoons and all the Christopher Reeve films, but the only problem was that they were all before my time. Every Superman project released after I was born just felt lackluster and boring except for Smallville. That ruled.
Eventually, my love for Superman faded, and heroes… more",301 likes
🌼Maryem Ilyas🌼,★★★★★,29 Jul 2025,Superman literally has more humanity than most humans.,132 likes
gabrus,★★★★,12 Jul 2025,I really dug this. I was maybe too stoned but I def cried a couple times (lotta dad stuff). Everyone of the big 3 was great.  Some big fun swings and I especially liked that we started with everyone knowing everything,310 likes
ash,★★★★½,11 Jul 2025,"Just proves that if your heart’s in the right place, it’s not that hard to make a great superhero film. I just feel so warm man",309 likes
Reese,★★★★★,11 Jul 2025,"Just rewatched Superman and yep — can confirm it hits even harder the second time, especially in Laser 3D IMAX. Like seriously, that format made everything feel 10x cooler. The flight scenes? Insane. The action? Felt like it jumped off the screen. Superman's heat vision in 3D?? Chef’s kiss.
Honestly, I still don’t get the pacing complaints. Respectfully, I disagree. I love that James Gunn threw us into a DC world that’s already been lived in. No long origin story,… more",309 likes
Michael James,★★★★,12 Jul 2025,"Lex: Alien..
Superman: Thats where you’ve always been wrong about me lex..Am just human as anyone. I love, I get scared, I wake up every morning and despite not knowing what to do, I put one foot in front of the other and I try to make the best choice I can. I screw up all the time. But that is being human. And that’s my greatest strength.

Though it ain’t perfect and has its rough edges, James Gunn has indeed kickstarted a fresh… more",305 likes
MovieFella,★★★★,12 Jul 2025,Krypto deserves an Oscar,310 likes
RicardoAlcarazz,★★★★½,15 Jul 2025,"Nueva personalidad desbloqueada, ser un buen cabrón es lo de hoy",306 likes
Joel,★★★★½,13 Jul 2025,"It’s just so good, played even better for me on my 2nd watch. Might be my #1 of the year so far. 
The entire cast is perfect. Almost every scene is amazing, I almost cried multiple times. Also one of the funniest superhero movies ever made.
There’s a few characters that I think needed a couple extra scenes to flesh them out a bit more but otherwise this is truly a great movie on all fronts. 
Genuinely can’t wait for Supergirl and Lanterns next year.",301 likes
Paul,★★★★½,13 Jul 2025,"“I gotta get back in the fray.”
Obsessed is almost too simple of a word to describe what’s happening to me and this movie",309 likes
alor,★★★★★,18 Jul 2025,WE WON AT ABSURD LEVELS NEVER BEFORE THOUGHT POSSIBLE,308 likes
BeHaind,★★½,08 Jul 2025,"Es gibt ein paar wirklich interessante Ansätze in James Gunns Wohlfühloper über den Mann aus Stahl, der - wie sich das für ein uramerikanisches Symbol gehört - auf Weltpolizei macht, sprich: beliebig in internationale Konflikte eingreift, was dann für den Zeitraum von exakt einer Szene die Frage aufwirft, ob das denn eigentlich okay ist. Mit dieser Szene endet dann aber auch sofort jegliche thematische Vertiefung. Superman lächelt über solche Probleme einfach drüber, wie auch als eine Nachricht der leiblichen Eltern… more",145 likes
Joe Lynch,★★★★,15 Jul 2025,"Wow. 
I believe again a man can fly above the clouds of ciciciim and despair and give us a hero that’s human, “alien” and hopeful again, where people care and want to be nice to one another…and that’s Punk Rock. 
It’s like they rebooted an entire subgenre with this one film that I would be happy if it was a singular film (ha!) but felt like a MOVIE, rendering the MCU, in a way, as “TV” like how filmmakers started… more",299 likes
esther,★★★,15 Jul 2025,"i had a good time but yknow. not exactly Man of Steel, is it.",284 likes
carina ☆,★★★★★,09 Jul 2025,"David Corenswet, please ruin my life! 🧎‍♀️
Not gonna lie, he is the perfect Superman — the role suits him so well, and his performance was phenomenal. Plus, his looks? Not from this Earth. He’s so good-looking, wow. I wasn’t familiar with his game before. Also, Superman’s  crash-out when his dog was missing is so valid — I would’ve done the same for mine, tbh. Krypto is so cute, and I love him — I actually cried because of a… more",292 likes
Brandon Wardell,★★★★★,14 Jul 2025,"Ran it back lol. Almost done glazing Superman (2025) but it is interesting how a massive corporate superhero movie has a better, more decent basic humane worldview than a lot of ""independent media figures"" talking to people or parroting shit from the administration trying to convince you theyre not making state sanctioned media. Also, just a very fun movie. I'm not even ""blue no matter who"" lib'ing out rn; it's literally significantly left of any like, DNC ass narrative. I'm… more",300 likes
Marcelo CINEcaverna,★★★,08 Jul 2025,"O filme vende muito bem o seu trio principal: superman, Lex e Lois estão ótimos. Esse novo superman é o grande diferencial do filme. O que puxa pra baixo é a trama como um todo. Ela é só boa, esperava mais como em outros filmes do Gunn.",260 likes
stephen_sajdak,★★★★½,13 Jul 2025,"Absolutely loved it.
This is a fleet-footed, endearing, fun, and modern take on the character that has been missing for over 35 years. Corenswet is a goddamn star and demands your attention with a completely new spin on Clark Kent and Superman. He especially shines when he gets to play off of Rachel Brosnahan's truly winning portrayal of Lois Lane (the second best to ever do it, IMHO). Nicholas Hoult has fire shooting out of his eyes in his batty,… more",293 likes
Swartacus,★★★★½,12 Jul 2025,"""Metahumans Kill Thing""
What could be better than a Superman film at 10am on a Saturday morning with your 11 year old? Then popping out into the healing rays of the sun afterwards and hitting up a McDonald's? If you know you know I guess. 10 years ago I'd still be in bed with a world crushing hangover that would last for days unless I started drinking again later that day. Unlike Superman puking up the black mechanical goo in… more",287 likes
DOOMBLAZER,★★★★★,11 Jul 2025,The Gunn was locked and loaded,296 likes
Dan Monaghan,★★★★½,07 Jul 2025,"A vibrant, soulful, deeply human take on Superman that stands in direct opposition to the recent output of the MCU, and the previous DC output from Zack Snyder.
There's a distinct theatricality to this world that separates it from any comic book movies in recent memory, as each character feels larger than life. Even small characters like Frank Grillo's Rick Flag, Mikaela Hoover's Cat Grant, and Skyler Gisondo's Jimmy Olsen are able to get solid characterization here, making the entire… more",288 likes
mary ✧.*,★★★★★,28 Jul 2025,"These past few days have been some of the most stressful of my life. Truly, everything that could go wrong is going wrong. So, naturally, I did what any reasonable, slightly unhinged person would do in my situation: I went out and saw Superman for the third time.
This time I brought my best friend along, and at one point we just looked at each other and went, “Okay but... how do we sign up to be part of Superman’s… more",124 likes
